,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count,noun_count,adj_count,verb_count,adv_count
527,528,5,"The mood created by the author in the memoir Come in different ways. The first mood giving is greatful, in the ""Skills and the love of cooking that is still with me today"" mood of greatful is ""I will always be greatful to my parents for their love and sacrifice"" The mood of Admiration, ""I often told them of my admiration for their strength and perseverance. In this memoir there was a lot of moods, the ones the stood out from the author was his greatfulness and admiration.",5,The mood created author memoir Come different ways  The first mood giving greatful   Skills love cooking still today  mood greatful  I always greatful parents love sacrifice  The mood Admiration   I often told admiration strength perseverance  In memoir lot moods  ones stood author greatfulness admiration ,378,88,3,4.295454545454546,5,26,11,4,3
528,529,5,"The mood created by the author in the memoir of Narciso Rodriguez is gratefulness. The mood created by the author in the memior of Narciso Rodriguez is gratefull. The author's memior is grateful especially according to paragraphs five, six, and seven. Paragraph five talks about how grateful he is for his mother and father to come to the United States with such courage, without having any knowledge of the language or of the culture. ""The faith that this struggle would them and their children to better times drove them to endure these hard times."" ""I will always be grateful to my parents for their love and sacrifice"" is what starts off paragraph six. The author explains how he has been telling his parents of how much more courageous their plan was then his would have ever been. The author also says how he admired how much strength and perseverance his parents had and how he has thanked them repeatedly. His parent taught him two lessons with out telling him, but with their lives, ""and these teachings have been the basis of my life"", the author states. Finally in the last paragraph the very last sentence says ""I will never forget how my parents turned this simple house into a home."" which ultimately shows how grateful Narciso Rodriguez truly is.",10,The mood created author memoir Narciso Rodriguez gratefulness  The mood created author memior Narciso Rodriguez gratefull  The author s memior grateful especially according paragraphs five  six  seven  Paragraph five talks grateful mother father come United States courage  without knowledge language culture   The faith struggle would children better times drove endure hard times    I always grateful parents love sacrifice  starts paragraph six  The author explains telling parents much courageous plan would ever  The author also says admired much strength perseverance parents thanked repeatedly  His parent taught two lessons telling  lives   teachings basis life   author states  Finally last paragraph last sentence says  I never forget parents turned simple house home   ultimately shows grateful Narciso Rodriguez truly ,1017,220,11,4.622727272727273,10,54,37,15,13
529,530,5,The authors was good because the story is kind of happyness.,2,The authors good story kind happyness ,49,11,1,4.454545454545454,1,4,2,1,0
530,531,5,"the mood in the memoir can be exaessed in many different ways. The memoir is mostly eprssed with gratitude from Narciso to his parents. He describes in good detail all the sacrifices his parents made for him. Leaving behind all their friends and family, the hot climate, and their cultures back in Cuba. Another mood expressed in the memoir is love and kindness. Narciso's parents were kind to everyone. They turned their house into a hotel for people who needed help until they were ready to go. They had open dinner where friends and family members came. Even when they struggled financially they still let everyone in. Narciso's parents made the biggest sacrifice for him. What they did for him created the beautiful moods described in the memor.",8,mood memoir exaessed many different ways  The memoir mostly eprssed gratitude Narciso parents  He describes good detail sacrifices parents made  Leaving behind friends family  hot climate  cultures back Cuba  Another mood expressed memoir love kindness  Narciso s parents kind everyone  They turned house hotel people needed help ready go  They open dinner friends family members came  Even struggled financially still let everyone  Narciso s parents made biggest sacrifice  What created beautiful moods described memor ,607,130,11,4.6692307692307695,6,37,23,8,6
531,532,5,The mood created by the author in the memoir was good. Her memoir was good because in 1961 they moved to a simple house only for two-familys. with blond-bricks building in the ironbound in She also had a good mood because she had her first birthday in the arrival of the country.,2,The mood created author memoir good  Her memoir good  moved simple house twofamilys  blondbricks building ironbound She also good mood first birthday arrival country ,223,54,3,4.12962962962963,3,14,6,5,2
532,533,5,"In this selectian family is being defined, and Narciso Rodriguez gives it a whole new definition. Narciso Rodriguez is now a recognized clothing designer, but as a child she also had a great life ful of laughter and love. She grew up in a two family home within Newark, New Jersey. I can now smell, hear, and picture the inside of where Narciso grew up. ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and love of cooking that is still with me today, and for which I am eternally gratefull."" This sentence gives me an image of that happy family and puts me in a good mood, While it reminds me of my our family and the memories that we share among our kitchen. Passionate Cuban music, which I adore to this day, filled the air mixing with the aromas in the kitchen. This sentence puts me in a really excited mood because it reminds me of when my own house is filled with loud music during the summertime. Narciso Rodriguez definitily created a mood in this selection, and it was a good one.",8,In selectian family defined  Narciso Rodriguez gives whole new definition  Narciso Rodriguez recognized clothing designer  child also great life ful laughter love  She grew two family home within Newark  New Jersey  I smell  hear  picture inside Narciso grew   My parents shared cooking duties unwittingly passed rich culinary skills love cooking still today  I eternally gratefull   This sentence gives image happy family puts good mood  While reminds family memories share among kitchen  Passionate Cuban music  I adore day  filled air mixing aromas kitchen  This sentence puts really excited mood reminds house filled loud music summertime  Narciso Rodriguez definitily created mood selection  good one ,827,192,9,4.307291666666667,14,52,28,13,10
533,534,5,"The mood created by the author in this memoir of Narciso Rodriguez is grateful. Throughout the excerpt, it shows his gratefulness towards his life living with his family, his life in his home, and his overall life living in Reading this makes me feel grateful to live in It even mentions in the passage that he's ""grateful to my parents for their love and sacrifice."" It uses words such as ""warm"", which here means friendly, ""aroma"", ""rich"", and ""solidarity"". All these words, and many other words close in meaning, set this mood. In the paragraph it mentions all the sacrifice that his parents took to get their family to And then it talks about his gratefulness, to truly show the contrast between sacrifice and the state of being grateful. Those are the reasons that point to the mood of this excerpt being grateful, or gratefulness.",10,The mood created author memoir Narciso Rodriguez grateful  Throughout excerpt  shows gratefulness towards life living family  life home  overall life living Reading makes feel grateful live It even mentions passage s  grateful parents love sacrifice   It uses words  warm   means friendly   aroma    rich    solidarity   All words  many words close meaning  set mood  In paragraph mentions sacrifice parents took get family And talks gratefulness  truly show contrast sacrifice state grateful  Those reasons point mood excerpt grateful  gratefulness ,664,146,6,4.5479452054794525,7,38,22,11,4
534,535,5,"In the memoir called, ""Narciso Rodriguez,"" by Narciso Rodriguez, the author creates a mood. In paragraph ""I will always be grateful to my parents for their love and sacrifice. But, in reality, there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are."" The mood is set on this paragraph. it shows and tells how grateful he is. The mood in the story is thankful.",5,In memoir called   Narciso Rodriguez   Narciso Rodriguez  author creates mood  In paragraph  I always grateful parents love sacrifice  But  reality  way express gratitude spirit generosity impressed upon early age demonstration important family friends   The mood set paragraph  shows tells grateful  The mood story thankful ,374,85,6,4.4,4,24,13,5,1
535,536,5,The author i think wants to go back to cuba to see his family and friends. Also i think the author wants to move back down to cuba. To stay with the rest of his family and friends and take and maybe take care of older relative,0,The author think wants go back cuba see family friends  Also think author wants move back cuba  To stay rest family friends take maybe take care older relative,178,47,3,3.7872340425531914,0,10,12,2,5
536,537,5,"Throughout the story, the author put in details, explained things, and painted pictures in your mind all to set the mood for the story. A few different moods went on in the story but one of the most important was loving. not only was because of how close his neighborhood and family was, but because of the overall bond and unity they had shared but also because the parents ""turned this simple house into a home.""The author had also stated ""always filled the air with not just scent and music, but life and love."" This passage just completely revealed how much love had been in the air, even through those hard times. It also showed the importance of your loved ones and how you need them in your life.",8,Throughout story  author put details  explained things  painted pictures mind set mood story  A different moods went story one important loving  close neighborhood family  overall bond unity shared also parents  turned simple house home   The author also stated  always filled air scent music  life love   This passage completely revealed much love air  even hard times  It also showed importance loved ones need life ,559,130,6,4.3,0,29,20,10,12
537,538,5,"In the memoir Narciso Rodriguez from Home: The Blueprints of Our Lives by Narciso Rodriguez the mood created by the author is that he is greatful and happy. Greatful is the mood of the memoir because he is greatful to have many things. First he is greatful for his parents because they always loved him. ""I will always be greatful to my parents for their love and sacrifice. I've often told them that what they did was a much more courageous thing than I could have ever done."" (para. In the memoir makes the mood greatful because he talks about how he is greatful for his friends, culture, and like I said before parents. ""It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just scent an music but life and love."" of all he is greatful to his home and where he lives and whom he lives with. ""It was here where I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love."" (para. He wrote all about how greatful he is for everything. So all in all, the mood of this memoir is that he is greatful and happy.",10,In memoir Narciso Rodriguez Home  The Blueprints Our Lives Narciso Rodriguez mood created author greatful happy  Greatful mood memoir greatful many things  First greatful parents always loved   I always greatful parents love sacrifice  I ve often told much courageous thing I could ever done    para  In memoir makes mood greatful talks greatful friends  culture  like I said parents   It warmth kitchen humble house Cuban feast always filled air scent music life love   greatful home lives lives   It I learned real definition  family   And  I never forget house gracious neighborhood many things I learned love    para  He wrote greatful everything  So  mood memoir greatful happy ,921,224,14,4.111607142857143,15,43,35,17,13
538,539,5,"In this memoir, Narciso Rodriguez from Home: The Blueprints of Our Lives, the author creates a mood in the story, the author does this by writing in a certain way. One way the author does this is by writing very empathetacly. ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship."" (paragraph A second way the author sets the mood is by sneaking in deeper thoughts within the paragraphs and parentheses. For example in paragraph ""My parents both shared cooking duties and unwittingly passed on to me their rich culinary skills and love of cooking that is still with me today (and for which I am eternally grateful.)"" A third way the author sets the mood is by speaking so fondly of their parents. ""I will always be grateful to my parents for their love and sacrifice I've often told them that what they did was a much more courageous thing than I could have ever done"". (paragraph The overall mood that the author sets for this memoir is a kind, sweet and thankful mood, Narciso Rodriguez, is thankful for many thing; family, culture and living in america.",10,In memoir  Narciso Rodriguez Home  The Blueprints Our Lives  author creates mood story  author writing certain way  One way author writing empathetacly   In neighborhood  despite customs elsewhere  cultures came together great solidarity friendship    paragraph A second way author sets mood sneaking deeper thoughts within paragraphs parentheses  For example paragraph  My parents shared cooking duties unwittingly passed rich culinary skills love cooking still today  I eternally grateful    A third way author sets mood speaking fondly parents   I always grateful parents love sacrifice I ve often told much courageous thing I could ever done    paragraph The overall mood author sets memoir kind  sweet thankful mood  Narciso Rodriguez  thankful many thing  family  culture living america ,898,196,8,4.581632653061225,10,54,29,14,14
539,540,5,"Based on the excepert, the mood created by the author in memoir was being grateful and happy about his life.The first example that the mood created by the author in memoir was being grateful. This author this author was grateful for his Cuban culture and heritage. In paragraph it tells what he is grateful for (cuban music, food...). Here's an example from this text or passage "". My young parents created our traditional Cuban home, the very heart of which was the Kitchen. My parents both shared cooking duties and unwitting passed on to me they're rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful). Passionate Cuban music (which I adore to this day)..."" That's an example how he was grateful.The second example that the mood created by the author in memoir also was being happy about his life. In paragraph it explains how he is happy about his life. Here's another example from the passage, ""It was here where I learned the real definition of ""family"". And for this, I will never forget that house or its gracious neighborhood or the many things I learned there about how to love. I will never forget how my parents turned this simple house into a home."" That was another example of how this author was happy about his life.",8,Based excepert  mood created author memoir grateful happy lifeThe first example mood created author memoir grateful  This author author grateful Cuban culture heritage  In paragraph tells grateful  cuban music  food    Here s example text passage   My young parents created traditional Cuban home  heart Kitchen  My parents shared cooking duties unwitting passed re rich culinary skills love cooking still today  I eternally grateful   Passionate Cuban music  I adore day    That s example gratefulThe second example mood created author memoir also happy life  In paragraph explains happy life  Here s another example passage   It I learned real definition  family   And  I never forget house gracious neighborhood many things I learned love  I never forget parents turned simple house home   That another example author happy life ,1020,235,12,4.340425531914893,4,55,38,22,9
540,541,5,"The mood created by the author in the memoir is that Narciso is with his life and would do nothing to change that. In paragraph says ""love of cooking that is still with me today ( and for which I am eternally grateful.)"" shows that loves his families cooking and his own. Also in paragraph ""Passionate Cuban music (which I adore to this day) filled the air."" Narciso shows that loves his culture in the music. In paragraph Narciso says that ""even though it meant leaving behind their families, friends, and careers in the country they love"". This showed that the family was still in the country they were in now but before was good too. Narciso says in paragraph ""I will always be grateful to my parents for their love and sacrafice."" Narciso loves his family and is thankful for everything they've done for him. The overall mood to this memoir was that the family gets to share so many great, And fun moments together.",10,The mood created author memoir Narciso life would nothing change  In paragraph says  love cooking still today  I eternally grateful    shows loves families cooking  Also paragraph  Passionate Cuban music  I adore day  filled air   Narciso shows loves culture music  In paragraph Narciso says  even though meant leaving behind families  friends  careers country love   This showed family still country good  Narciso says paragraph  I always grateful parents love sacrafice   Narciso loves family thankful everything ve done  The overall mood memoir family gets share many great  And fun moments together ,728,166,10,4.385542168674699,6,41,31,9,10
541,542,5,"In the memoir ""Narciso Rodriguez,"" there is a loving and happy mood created by the author. The author shows the love of his culture, home, and family. It makes the reader think of their family and their culture, and what and who they grow up with. The mood of this story made me think of my Italian grandparents and the sacrificies they made to get a better life for their family.The mood of this story also shows dedication, respect, admiration for loved ones. The author says, ""I will always be grateful to my parents for their love and sacrifice."" I know when I read this line I realized all that my parents have done for me. The mood also makes me think of what my mom does for her job. She helps homeless teens find places to stay and she is always welcoming. Narciso's parents often let family and friends stay at their home to get them back on their feet.The mood of this story is very positive. It helps the reader make connections because all of our relatives know better how long ago made sacrifices for their family. The loving and respectful mood created by the author makes me think of my family.",8,In memoir  Narciso Rodriguez   loving happy mood created author  The author shows love culture  home  family  It makes reader think family culture  grow  The mood story made think Italian grandparents sacrificies made get better life familyThe mood story also shows dedication  respect  admiration loved ones  The author says   I always grateful parents love sacrifice   I know I read line I realized parents done  The mood also makes think mom job  She helps homeless teens find places stay always welcoming  Narciso s parents often let family friends stay home get back feetThe mood story positive  It helps reader make connections relatives know better long ago made sacrifices family  The loving respectful mood created author makes think family ,881,207,11,4.256038647342995,8,56,36,10,9
542,543,5,"The mood in this memoir is very happy and uplifting. This memoir can pick the spirits up of any person in poverty that does not like the home they live in or their family. The memoir shows that even if you are poor, with your family and friends, you can be happy. In the last sentence of the memoir it says ""I will never forget how my parents turned this simple house into a home."" Which shows that you can make the best of any situation with family and friends. Narciso and his family became successful and had a good life because of their positive attitude",5,The mood memoir happy uplifting  This memoir pick spirits person poverty like home live family  The memoir shows even poor  family friends  happy  In last sentence memoir says  I never forget parents turned simple house home   Which shows make best situation family friends  Narciso family became successful good life positive attitude,444,106,6,4.188679245283019,1,23,14,10,4
543,544,5,"In the memoir, Narciso Rodriguez, from Home: The of our Lives, the author creates a mood of the story. First, the mood is very This is because the author uses his family members, and his struggles to find the definition of ""family."" Also, the author shares specific information about what his family was like. Also, the, mood seems to be very thankful. The author continueously thanks his parents, and he recalls on his past time about how wonderful his family and friends are. The author also makes the mood thankful by Narciso Rodriguez saying, ""I will never forget how my parents turned the simple house into a home."" Narciso will never forget when his parents turned the simple old house they had, into a home. In the memoir, Narciso Rodriguez, the author creates a mood of the story.",8,In memoir  Narciso Rodriguez  Home  The Lives  author creates mood story  First  mood This author uses family members  struggles find definition  family   Also  author shares specific information family like  Also   mood seems thankful  The author continueously thanks parents  recalls past time wonderful family friends  The author also makes mood thankful Narciso Rodriguez saying   I never forget parents turned simple house home   Narciso never forget parents turned simple old house  home  In memoir  Narciso Rodriguez  author creates mood story ,625,138,8,4.528985507246377,8,42,19,8,9
544,545,5,"The mood the author gives about the memoir is is at one point happy and exiting, another very tough and full of struggle, and last a mood of humbleness.One mood the author gives is a happy one. In paragraph it states ""Passionate Cuban music filled the air, mixing with the aromas of the kitchen. This is a happy mood because musics playing and smell of foods in the airAnother mood is a tough and struggle mood. In paragraph it states ""They struggled bothe personally and financially, buring the harsh winters while yearning for there native tropics facing cultural hardships. This relates to the quote because it states they struggled.The last mood is a humble one. Its humble because in paragraph it states ""It was in the warmth of the kitchen in this humble house where a Cuban feast always filled the air with not just music but life and love. They relate because of the humbleness of the quoteIn conclusion the author gives several different moods about the memoir.",8,The mood author gives memoir one point happy exiting  another tough full struggle  last mood humblenessOne mood author gives happy one  In paragraph states  Passionate Cuban music filled air  mixing aromas kitchen  This happy mood musics playing smell foods airAnother mood tough struggle mood  In paragraph states  They struggled bothe personally financially  buring harsh winters yearning native tropics facing cultural hardships  This relates quote states struggledThe last mood humble one  Its humble paragraph states  It warmth kitchen humble house Cuban feast always filled air music life love  They relate humbleness quoteIn conclusion author gives several different moods memoir ,786,171,7,4.5964912280701755,9,46,27,18,6
545,546,5,"In the memoir ""Narciso Rodriguez"" there are different moods. Three different moods are happiness, enjoyable and, grateful.Throught this memoir he seems very happy. He's happy about where he lives and happy that he has a caring and nice family, ""In our neighborhood, dispite customs elsewhere, all of these cultures came together in great solidarity and friendship.""@CAPS1 mood in this memoir is enjoyable. He is enjoying every family moment. He is also enjoying having his family always at their home. ""My parents always kept their arms and their door open to the many people we considered family, Knowing that they would do the same for us.""The mood in this memoir is being grateful. He is grateful that he has wonderful parents that teach him different things, (such as cooking) ""I will always be grateful to my parents or their love and sacrifice.""",8,In memoir  Narciso Rodriguez  different moods  Three different moods happiness  enjoyable  gratefulThrought memoir seems happy  He s happy lives happy caring nice family   In neighborhood  dispite customs elsewhere  cultures came together great solidarity friendship    CAPS mood memoir enjoyable  He enjoying every family moment  He also enjoying family always home   My parents always kept arms door open many people considered family  Knowing would us   The mood memoir grateful  He grateful wonderful parents teach different things   cooking   I always grateful parents love sacrifice  ,682,145,9,4.703448275862069,5,34,25,19,7
546,547,5,"What is a memoir? A memoir is of writing someone's own feelings and experiences during their life. This memoir by Narciso Rodriguez tells of her life in her simple home in Newark, New Jersey. Throughout the memoir Rodriguez sits a distinct mood of love and care, which she learned from her parents back in her childhood. The mood is mainly set by the memories of her environment, friends, and culture. All of these things are described by Rodriguez to make you feel the mood she expresses. The mood of love and care is incorporated into the memories of her childhood, beginning from the time she was born. Rodriguez begins to draw the mood in paragraph two by describing her home that was made into a traditional Cuban home by her parents. She describes the ""rich culinary skills... Passionate Cuban music... And the congregation of family and friends."" she begins to describe the love of her friends and neighbors, who she felt, were family. Last, Rodriguez describes the influence her Cuban culture has had on her. She talks about how her parents helped others of their kind which made her what she is today.",10,What memoir  A memoir writing someone s feelings experiences life  This memoir Narciso Rodriguez tells life simple home Newark  New Jersey  Throughout memoir Rodriguez sits distinct mood love care  learned parents back childhood  The mood mainly set memories environment  friends  culture  All things described Rodriguez make feel mood expresses  The mood love care incorporated memories childhood  beginning time born  Rodriguez begins draw mood paragraph two describing home made traditional Cuban home parents  She describes  rich culinary skills  Passionate Cuban music  And congregation family friends   begins describe love friends neighbors  felt  family  Last  Rodriguez describes influence Cuban culture  She talks parents helped others kind made today ,889,194,12,4.582474226804123,8,63,34,7,2
547,548,5,"In the memoir ""Narciso Rodriguez"", by Narciso Rodriguez, the mood created by the author is a loving mood.The mood created by the author was love. Narciso's parents came all the way from Cuba to give him a better life. In the memoir he grew up in a kitchen full of people who taught him to love cooking. In this new house many people came over to eat and he felt good around these people. ""... regularly joined us at our table."" But in this new country, his parents were struggling personally and financially, but even though they started life all over again. But they had faith that they would prosper. ""The faith that this struggle would them and their children to better times drove them to endure these hard times.""As stated above, they had faith but they love each other so much they would do whatever it took.",8,In memoir  Narciso Rodriguez   Narciso Rodriguez  mood created author loving moodThe mood created author love  Narciso s parents came way Cuba give better life  In memoir grew kitchen full people taught love cooking  In new house many people came eat felt good around people    regularly joined us table   But new country  parents struggling personally financially  even though started life  But faith would prosper   The faith struggle would children better times drove endure hard times   As stated  faith love much would whatever took ,642,150,9,4.28,5,32,30,10,8
548,549,5,"The mood created by the author in the memoir, ""Narciso Rodriguez,"" was sort of excitement/happiness. In the memoir of the author states that ""Rawedia Maria and Narciso Rodriguez, Sr., could afford to move into a modest, three-room apartment I would soon call home."" The author is excited and happy to move from Cuba, to have a chance to grow up in the United States.",5,The mood created author memoir   Narciso Rodriguez   sort excitementhappiness  In memoir author states  Rawedia Maria Narciso Rodriguez  Sr  could afford move modest  threeroom apartment I would soon call home   The author excited happy move Cuba  chance grow United States ,287,66,3,4.348484848484849,6,23,11,2,2
549,550,5,"The author set a great mood of love and gratefulness in this memoir. In paragraph explains that his parents left Cuba with quite goods jobs. His father worked in a laboratory and his mother studied chemical engineering. They both came to the and had to work in whatever job they could find, although they deserved much better ones. ""I will always be grateful to my parents for their love and sacrifice."" is very thankful for what his parents have done, how much they have given up in order for their kids to have a better life His parents showed him in their everyday lives the spirit of how to be generous at such an early age, and the true importance of family and friends. They didn't just ""tell"" him to live this way, they based their lives in this belief. that's the reason has taken these teaching to be the basis of his life. These are the ways in which the author sets a mood of love and gratefullness in this memoir.",8,The author set great mood love gratefulness memoir  In paragraph explains parents left Cuba quite goods jobs  His father worked laboratory mother studied chemical engineering  They came work whatever job could find  although deserved much better ones   I always grateful parents love sacrifice   thankful parents done  much given order kids better life His parents showed everyday lives spirit generous early age  true importance family friends  They nt  tell  live way  based lives belief  s reason taken teaching basis life  These ways author sets mood love gratefullness memoir ,735,174,9,4.224137931034483,3,43,30,11,6
550,551,5,I think the memoir has a happy and grateful mood. He talks about how thankful he is to have such a good family and that he can call his home a home. I think that when readers read this memoir will make them think how thankful they should be with being blessed with people that love them and having eachother. I just think the memoir sets a happy mood.,5,I think memoir happy grateful mood  He talks thankful good family call home home  I think readers read memoir make think thankful blessed people love eachother  I think memoir sets happy mood ,279,69,4,4.043478260869565,1,11,17,7,1
551,552,5,"In the memoir, the author tells us all about his family and friends and his backround. He tells us that the way he grew up effected him all his life. He loved his parents and relatives and friends and his home. He even loved his Cuban heritage. In this entire memoir there is nothing but happiness and good attitude from the author. He lets us know that home is where the heart is and that he would'nt trade his childhood life for anything.",2,In memoir  author tells us family friends backround  He tells us way grew effected life  He loved parents relatives friends home  He even loved Cuban heritage  In entire memoir nothing happiness good attitude author  He lets us know home heart wouldnt trade childhood life anything ,350,84,6,4.166666666666667,2,23,12,3,2
552,553,5,"The mood created by Narciso Rodriguez in this excerpt from his memoir ""Home: The of our lives"" is a very comfortable one. He uses words like ""warm"" (@CAPS3 and ""Close-knit"" (@CAPS3 He shows us, how welcome his house was in ""Countless family members came and went."" In he tells how his Family immigrated ""Selflessly... to give their children a better life."" And they did, because in the author says ""It was in the warmth of... this humble house... where I learned the real definition of 'family'.""",5,The mood created Narciso Rodriguez excerpt memoir  Home  The lives  comfortable one  He uses words like  warm    CAPS  Closeknit    CAPS He shows us  welcome house  Countless family members came went   In tells Family immigrated  Selflessly  give children better life   And  author says  It warmth  humble house  I learned real definition family   ,376,87,4,4.32183908045977,5,23,14,6,4
553,554,5,"The mood the author created in memoir was that of happiness and acception. Even though Narciso Rodriguez is Cuban, as well as his family, he fit into his neighborhood, and most likely made a lot of friends very quickly. This gave a feeling of acception as well as a lot of happiness. That is the mood that the auther set on the story.",2,The mood author created memoir happiness acception  Even though Narciso Rodriguez Cuban  well family  fit neighborhood  likely made lot friends quickly  This gave feeling acception well lot happiness  That mood auther set story ,265,63,4,4.2063492063492065,5,19,8,1,8
554,555,5,"The mood that the created in the memoir is The talks about his parents immigrated to so that he can have a better education. He tells us how they welcomed people into their home whenever they were in need. In the excerpt it says, ""they struggled both personally and financially, braving the harsh Northern winters while yearning for their Native tropics and facing cultural hardships."" his parents faced many conflicts, they were still there, and he is very greatful for that. This just shows how much the them, and how thankful he is.",5,The mood created memoir The talks parents immigrated better education  He tells us welcomed people home whenever need  In excerpt says   struggled personally financially  braving harsh Northern winters yearning Native tropics facing cultural hardships   parents faced many conflicts  still  greatful  This shows much  thankful ,431,93,5,4.634408602150538,3,15,17,8,7
555,556,5,"The mood created by the author in a memoir. Is happy and greatful in line It's say's growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative so she like saying where she grew they all are alike that they dont have to be related that her people and she greatfull for havin them.",5,The mood created author memoir  Is happy greatful line It s say s growing environment instilled great sense  family  nothing blood relative like saying grew alike dont related people greatfull havin ,271,68,2,3.985294117647059,3,13,17,3,1
556,557,5,"In the memoir, ""@PERSON1"" from Home: ""The Blueprints of Our Lives"" writen by the mood created by the author is grateful. The mood is grateful + thankful throughout the memoir. is grateful that he had the parents he did. They showed him that you don't have to be blood-related to be family. Caring and always being there for each other and loving each other is just as important then having the same He also has a lot of respect for his parents. They moved to for a better life but not only did the better theres but also others, the alwaysed welcamed friends, family and even people who just need help into their home and made them feel welcomed and loved. Thankful, grateful, and respected is the mood in this memior, that felt.",8,In memoir    PERSON  Home   The Blueprints Our Lives  writen mood created author grateful  The mood grateful  thankful throughout memoir  grateful parents  They showed nt bloodrelated family  Caring always loving important He also lot respect parents  They moved better life better theres also others  alwaysed welcamed friends  family even people need help home made feel welcomed loved  Thankful  grateful  respected mood memior  felt ,575,134,7,4.291044776119403,7,26,30,12,12
557,558,5,"The mood in this memoir is very strong. Sometimes the mood is sad, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved. They struggled both personally and financially...The barriers to work were strong and high, And my parents both had to accept that they might not be able to find the kind of jobs they deserved."" In this memoir the mood is also happy at times, ""Growing up in this enviorment instilled in me a great sense that family had nothing to do with being a blood relative."" The author, Narciso Rodriguez creates many moods in his memoir, he creates happy, sad, and many more, but his memoir ends happily, ""I will never forget how my parents turned the simple house into a home.""",8,The mood memoir strong  Sometimes mood sad   They came selflessly  many immigrants  give children better life  even though meant leaving behind families  friends  careers country loved  They struggled personally financially  The barriers work strong high  And parents accept might able find kind jobs deserved   In memoir mood also happy times   Growing enviorment instilled great sense family nothing blood relative   The author  Narciso Rodriguez creates many moods memoir  creates happy  sad  many  memoir ends happily   I never forget parents turned simple house home  ,647,146,5,4.431506849315069,4,32,27,15,11
558,559,5,The mood created in the memoir is a happy and caring and also sometimes sad. It was happy when he got together with family members but caring when his family let random strangers stay with them until they got on there feet it was sad When he couldne see his grandparents till they got permission from cuba.,5,The mood created memoir happy caring also sometimes sad  It happy got together family members caring family let random strangers stay got feet sad When couldne see grandparents till got permission cuba ,248,57,2,4.350877192982456,4,13,11,4,3
559,560,5,"The mood created by the author in the memoir is gratefulness. Narciso often explains how thankful he is to his parents. Like When he says ""I will always be grateful to my parents for their love and sacrifice. Narciso starts off the memoir by talking about the hardships of his parents and than goes into how well of a home they made for him. He than talks about all of the good times that they have, and than, he thanks them one more time.",5,The mood created author memoir gratefulness  Narciso often explains thankful parents  Like When says  I always grateful parents love sacrifice  Narciso starts memoir talking hardships parents goes well home made  He talks good times   thanks one time ,348,84,5,4.142857142857143,3,16,12,5,3
560,561,5,"The mood created for me in this memoin is a grateful, happy, and mostly thankful mood. I believe the mood is grateful because it is mentioned by the narrator many times like during the third paragraph where he mention how grateful he is to have parents who made good meals and taught him how to cook. Also he said he was grateful for being introduced to cuban music. I think this memoir also has a happy mood because although the hardships are mentioned it wasn't about how they struggled but how the concoured the hardships they faced when immigrating to Another way this memoir is happy is because he talks about how happy everyone is and how family makes a house turn into a home it just touches your heart and gives you a sence of happiness. I think this memoir is mostly thankful because this whole memoir to me feels like a thank you letter to the narator's parents. That is how the mood created in the memoir to me was grateful, happy, and mostly thankful.",10,The mood created memoin grateful  happy  mostly thankful mood  I believe mood grateful mentioned narrator many times like third paragraph mention grateful parents made good meals taught cook  Also said grateful introduced cuban music  I think memoir also happy mood although hardships mentioned nt struggled concoured hardships faced immigrating Another way memoir happy talks happy everyone family makes house turn home touches heart gives sence happiness  I think memoir mostly thankful whole memoir feels like thank letter narator s parents  That mood created memoir grateful  happy  mostly thankful ,775,179,6,4.329608938547486,5,35,37,18,6
